,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
1498,1219,534428100,20,RL,68.0,11332,No,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,2.0794415416798357,4.127134385045092,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,6.270988431858299,Unf,6.3818160174060985,1118.0,5,Y,SBrkr,7.020190708311925,0.0,0,7.020190708311925,0.6931471805599453,1,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,4.127134385045092,RFn,1.0,264.0,Y,5.673323267171493,0.0,0.0,0,Yes,0,8,2008,WD ,Normal,11.938199736300925,Yes,Yes,3.713572066704308,No,106.45186705737011,128414224,1455189986368,16.24807680927192,69696.0,18399744.0,44.721359549995796,4000000,8000000000
1499,1777,528427100,20,RL,91.0,11830,No,Reg,Lvl,Inside,Gtl,Somerst,Feedr,1Fam,1Story,8,1.791759469228055,2.70805020110221,2007,Gable,VinylSd,VinylSd,BrkFace,5.10594547390058,4,3,PConc,4,0.6931471805599453,GLQ,7.107425474110705,Unf,5.777652323222656,1542.0,5,Y,SBrkr,7.341483852363161,0.0,0,7.341483852363161,0.6931471805599453,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.70805020110221,Unf,3.0,852.0,Y,5.1298987149230735,4.709530201312334,0.0,0,No,0,7,2007,New,Partial,12.469444094924292,Yes,Yes,0.0,Yes,108.76580344942982,139948900,1655595487000,29.189039038652847,725904.0,618470208.0,44.799553569204235,4028049,8084294343
1501,1066,528170070,60,RL,85.0,10625,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,7,1.791759469228055,2.9444389791664403,2004,Gable,VinylSd,VinylSd,BrkFace,5.680172609017068,4,3,PConc,4,0.6931471805599453,GLQ,6.7650389767805414,Unf,4.890349128221754,998.0,5,Y,SBrkr,6.914730892718563,6.947937068614969,0,7.624130585661289,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,BuiltIn,2.9444389791664403,RFn,3.0,871.0,Y,5.771441123130016,4.143134726391533,0.0,0,No,0,8,2008,WD ,Normal,12.556733038263905,Yes,Yes,0.6931471805599453,No,103.07764064044152,112890625,1199462890625,29.512709126747414,758641.0,660776311.0,44.76605857119878,4016016,8048096064
1502,2657,902207110,30,RM,48.0,5747,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,1.6094379124341003,4.624972813284271,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,0.6931471805599453,Unf,0.0,Unf,6.683360945766275,798.0,4,Y,SBrkr,6.734591659972948,0.0,0,6.734591659972948,0.0,1,0.0,1.0986122886681098,2,1.791759469228055,Typ,0.0,Detchd,4.430816798843313,Unf,1.0,250.0,N,4.727387818712341,0.0,0.0,0,No,0,6,2006,WD ,Normal,11.06665398721974,Yes,Yes,3.4339872044851463,No,75.80897044545586,33028009,189811967723,15.811388300841896,62500.0,15625000.0,44.15880433163923,3802500,7414875000
1503,1594,923225080,120,RM,68.0,4224,No,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,1Story,5,1.9459101490553132,3.8501476017100584,1975,Gable,CemntBd,CmentBd,None,0.0,3,3,PConc,4,0.6931471805599453,GLQ,6.646390514847729,Unf,5.605802066295998,1040.0,4,Y,SBrkr,6.947937068614969,0.0,0,6.947937068614969,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.8501476017100584,Unf,2.0,499.0,Y,0.0,4.61512051684126,0.0,0,No,0,6,2008,WD ,Normal,11.728044909070785,Yes,Yes,0.0,No,64.99230723708769,17842176,75365351424,22.338307903688676,249001.0,124251499.0,44.44097208657794,3900625,7703734375
1504,2467,528480150,60,FV,65.0,8125,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.647688373563329,770.0,5,Y,SBrkr,6.658011045870748,6.683360945766275,0,7.3632795869630385,0.0,2,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,2.772588722239781,RFn,2.0,614.0,Y,0.0,3.9318256327243257,0.0,0,No,0,8,2006,New,Partial,12.190964083849375,Yes,Yes,0.0,Yes,90.13878188659973,66015625,536376953125,24.779023386727733,376996.0,231475544.0,44.78839135311738,4024036,8072216216
1505,2572,535151080,20,RL,109.0,9723,No,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,2.0794415416798357,4.07753744390572,1963,Hip,MetalSd,MetalSd,BrkFace,5.808142489980444,3,3,CBlock,3,0.6931471805599453,Unf,0.0,Unf,6.9167150203536085,1008.0,3,Y,SBrkr,6.9167150203536085,0.0,0,6.9167150203536085,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Attchd,4.07753744390572,RFn,2.0,430.0,Y,0.0,0.0,0.0,0,No,0,10,2006,WD ,Normal,11.813037464800539,Yes,Yes,0.0,No,98.60527369263775,94536729,919180616067,20.73644135332772,184900.0,79507000.0,44.30575583375144,3853369,7564163347
1506,50,528181050,120,RL,41.0,7132,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,Stone,5.187385805840755,4,3,PConc,4,1.0986122886681098,GLQ,3.2188758248682006,Unf,7.205635176410364,1370.0,5,Y,SBrkr,7.223295679562314,0.0,0,7.223295679562314,0.0,2,0.0,1.0986122886681098,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,484.0,Y,4.795790545596741,3.912023005428146,0.0,0,No,0,4,2010,WD ,Normal,12.230770136157428,Yes,Yes,0.0,No,84.45116932286965,50865424,362772203968,22.0,234256.0,113379904.0,44.78839135311738,4024036,8072216216
1507,1730,528218050,60,RL,65.0,10237,No,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,1.791759469228055,2.833213344056216,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.664409020350408,783.0,5,Y,SBrkr,6.664409020350408,6.553933404025811,0,7.3031700512368,0.0,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.833213344056216,Fin,2.0,393.0,Y,0.0,4.290459441148391,0.0,0,No,0,7,2007,New,Partial,12.094587859196112,Yes,Yes,1.0986122886681098,Yes,101.17806086301516,104796169,1072798382053,19.82422760159901,154449.0,60698457.0,44.799553569204235,4028049,8084294343
1508,541,531375090,20,RL,63.0,13072,No,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,5,1.791759469228055,2.8903717578961645,2004,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,7.016609683894219,1114.0,5,Y,SBrkr,7.016609683894219,0.0,0,7.016609683894219,0.0,1,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,Y,0.0,3.6888794541139363,0.0,0,No,0,8,2009,WD ,Normal,11.863589378812122,No,Yes,0.0,No,114.33284742365161,170877184,2233706549248,0.0,0.0,0.0,44.76605857119878,4016016,8048096064
1509,1669,527404140,20,RL,70.0,8294,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,1.791759469228055,3.9318256327243257,1971,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,0.6931471805599453,Unf,0.0,Unf,6.755768921984255,858.0,3,Y,SBrkr,6.771935555839602,0.0,0,6.771935555839602,0.0,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Detchd,3.871201010907891,Unf,4.0,480.0,Y,0.0,0.0,0.0,0,Yes,0,6,2007,WD ,Normal,11.719947764402807,Yes,Yes,0.0,No,91.07140056021979,68790436,570547876184,21.908902300206645,230400.0,110592000.0,44.395945760846224,3884841,7657021611
1510,1747,528231030,80,RL,65.0,16219,No,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,1.791759469228055,2.8903717578961645,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.6094379124341003,GLQ,6.659293919683638,Unf,4.04305126783455,835.0,5,Y,SBrkr,7.02108396428914,0.0,0,7.02108396428914,0.6931471805599453,2,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.0,Attchd,2.8903717578961645,Fin,2.0,437.0,Y,4.61512051684126,3.2188758248682006,0.0,0,No,0,4,2007,WD ,Normal,12.146858590895919,Yes,Yes,0.6931471805599453,No,127.35383779062177,263055961,4266504631459,20.904544960366874,190969.0,83453453.0,44.77722635447622,4020025,8060150125
1511,111,534129040,20,RL,68.0,10456,No,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,1.9459101490553132,4.007333185232471,1967,Hip,HdBoard,HdBoard,BrkFace,4.795790545596741,3,3,CBlock,3,0.6931471805599453,GLQ,6.2285110035911835,Unf,7.188412736496954,1829.0,4,Y,SBrkr,7.512071245835466,0.0,0,7.512071245835466,0.6931471805599453,2,0.0,1.6094379124341003,3,2.1972245773362196,Typ,0.0,Attchd,4.007333185232471,RFn,2.0,535.0,Y,0.0,4.343805421853684,0.0,0,No,0,5,2010,WD ,Normal,12.294545870166347,Yes,Yes,0.0,No,102.25458424931374,109327936,1143132898816,23.130067012440755,286225.0,153130375.0,44.35087372307337,3869089,7610498063
1512,1632,527182040,120,RL,68.0,3696,No,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,1.791759469228055,3.58351893845611,1986,Gable,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,0.6931471805599453,Unf,0.0,Unf,6.980075940561763,1074.0,5,Y,SBrkr,6.9930151229329605,0.0,0,6.9930151229329605,0.0,1,0.6931471805599453,1.0986122886681098,4,1.791759469228055,Typ,0.0,Attchd,3.5553480614894135,RFn,2.0,461.0,Y,0.0,4.31748811353631,4.927253685157205,0,No,0,10,2007,WD ,Normal,12.04355959836804,Yes,Yes,0.0,No,60.794736614282655,13660416,50488897536,21.470910553583888,212521.0,97972181.0,44.56455991031439,3944196,7833173256
1514,511,528435050,20,RL,85.0,10130,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,1.791759469228055,2.70805020110221,2007,Gable,VinylSd,VinylSd,Stone,5.564520407322694,4,3,PConc,4,1.3862943611198906,GLQ,7.166265974133638,Unf,6.013715156042802,1702.0,5,Y,SBrkr,7.440146680662688,0.0,0,7.440146680662688,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.70805020110221,RFn,3.0,844.0,Y,0.0,4.248495242049359,0.0,0,No,0,3,2009,WD ,Normal,12.526346537332584,Yes,Yes,0.0,No,100.64790112068906,102616900,1039509197000,29.0516780926679,712336.0,601211584.0,44.799553569204235,4028049,8084294343
1515,1614,526355170,20,RL,95.0,13651,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,1.9459101490553132,3.8918202981106265,1973,Gable,Plywood,Plywood,BrkFace,7.017506142941256,3,4,CBlock,4,1.6094379124341003,ALQ,7.53955882930103,Unf,5.840641657373398,2223.0,5,Y,SBrkr,7.707062655370473,0.0,0,7.707062655370473,0.6931471805599453,2,0.0,1.3862943611198906,3,2.1972245773362196,Typ,1.0986122886681098,Attchd,3.8918202981106265,Fin,2.0,516.0,Y,5.707110264748875,0.0,0.0,0,No,0,2,2007,WD ,Normal,12.404927602627597,Yes,Yes,0.0,No,116.83749398202616,186349801,2543861133451,22.715633383201094,266256.0,137388096.0,44.41846462902562,3892729,7680354317
1516,1996,902304040,70,RM,90.0,9900,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,1.6094379124341003,4.955827057601261,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,1.0986122886681098,Unf,0.0,Unf,6.9167150203536085,1008.0,3,Y,SBrkr,7.072421900537371,6.940222469119639,0,7.701200180857446,0.0,2,0.0,1.791759469228055,2,2.1972245773362196,Typ,0.0,Detchd,4.5217885770490405,Unf,1.0,205.0,N,0.0,3.8918202981106265,0.0,0,No,0,5,2007,WD ,Normal,11.674202123168433,Yes,Yes,4.2626798770413155,No,99.498743710662,98010000,970299000000,14.317821063276353,42025.0,8615125.0,44.15880433163923,3802500,7414875000
1517,2338,527226010,60,RL,68.0,14762,No,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,1Fam,2Story,5,1.9459101490553132,4.30406509320417,1950,Gable,Plywood,Plywood,None,0.0,3,3,Slab,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,4,Y,SBrkr,7.344719054149673,6.580639137284949,53,7.749753406274437,0.0,2,0.0,1.0986122886681098,3,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.7612001156935624,Unf,2.0,672.0,P,4.795790545596741,4.976733742420574,0.0,0,No,0,5,2006,WD ,Normal,12.037659911047468,Yes,No,1.0986122886681098,No,121.49897118905987,217916644,3216885498728,25.92296279363144,451584.0,303464448.0,44.15880433163923,3802500,7414875000
1518,2565,534479300,20,RL,82.0,9888,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1.9459101490553132,4.219507705176107,1975,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,0.6931471805599453,BLQ,6.18826412308259,Unf,6.111467339502679,936.0,3,Y,FuseA,6.842683282238422,0.0,0,6.842683282238422,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Attchd,4.219507705176107,Unf,1.0,240.0,Y,0.0,0.0,5.081404364984463,0,Yes,0,3,2006,WD ,Normal,11.703554089007538,Yes,Yes,3.091042453358316,No,99.43842315724842,97772544,966774915072,15.491933384829668,57600.0,13824000.0,44.44097208657794,3900625,7703734375
1520,1116,528431060,20,RL,78.0,10206,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,1.791759469228055,2.70805020110221,2007,Gable,VinylSd,VinylSd,Stone,6.150602768446279,3,3,PConc,4,0.6931471805599453,GLQ,3.5263605246161616,Unf,7.333676395657684,1563.0,5,Y,SBrkr,7.355001921105257,0.0,0,7.355001921105257,0.0,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.70805020110221,RFn,3.0,758.0,Y,4.976733742420574,4.605170185988092,0.0,0,No,0,10,2008,WD ,Normal,12.409017571151187,Yes,Yes,0.0,Yes,101.02474944289642,104162436,1063081821816,27.53179979587241,574564.0,435519512.0,44.799553569204235,4028049,8084294343
1521,1270,535452120,80,RL,70.0,7910,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,1.791759469228055,4.127134385045092,1960,Hip,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.502790045915623,Unf,6.016157159698354,1075.0,4,Y,SBrkr,7.318539548567902,0.0,0,7.318539548567902,0.0,2,0.0,1.6094379124341003,3,2.0794415416798357,Maj1,0.0,Basment,4.127134385045092,Unf,1.0,404.0,Y,0.0,0.0,0.0,0,Yes,0,8,2008,WD ,Normal,11.751950239425476,Yes,Yes,0.0,No,88.93818077743664,62568100,494913671000,20.09975124224178,163216.0,65939264.0,44.27188724235731,3841600,7529536000
1522,236,905426060,30,RL,85.0,10625,No,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,1.791759469228055,4.624972813284271,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,0.6931471805599453,ALQ,4.6913478822291435,Unf,5.860786223465865,458.0,2,N,SBrkr,6.728628613084702,0.0,0,6.728628613084702,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Basment,4.624972813284271,Unf,1.0,366.0,Y,0.0,0.0,4.356708826689592,0,No,400,5,2010,COD,Abnorml,11.326607934898927,Yes,Yes,3.4339872044851463,No,103.07764064044152,112890625,1199462890625,19.131126469708992,133956.0,49027896.0,44.15880433163923,3802500,7414875000
1523,1325,902406090,50,RM,81.0,12150,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,1.791759469228055,4.219507705176107,1954,Gable,MetalSd,MetalSd,BrkFace,5.817111159963204,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.957497370876951,1050.0,5,N,FuseF,6.957497370876951,6.61472560020376,0,7.493317248862145,0.0,2,0.0,1.6094379124341003,3,2.0794415416798357,Typ,0.0,Attchd,4.219507705176107,Unf,1.0,352.0,Y,0.0,0.0,0.0,0,No,0,11,2008,WD ,Normal,11.78676973513378,Yes,Yes,0.0,No,110.22703842524301,147622500,1793613375000,18.76166303929372,123904.0,43614208.0,44.204072210600685,3818116,7460598664
1524,1720,528181060,120,RL,34.0,4590,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,8,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,Stone,4.6913478822291435,4,3,PConc,4,1.0986122886681098,GLQ,3.2188758248682006,Unf,7.333676395657684,1554.0,5,Y,SBrkr,7.349230824613334,0.0,0,7.349230824613334,0.0,2,0.0,1.0986122886681098,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,627.0,Y,5.056245805348308,4.30406509320417,0.0,0,No,0,8,2007,WD ,Normal,12.252483791602627,Yes,Yes,0.0,Yes,67.74953874381728,21068100,96702579000,25.03996805109783,393129.0,246491883.0,44.78839135311738,4024036,8072216216
1526,2496,532378130,20,RL,68.0,8020,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1.9459101490553132,4.060443010546419,1964,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.4692503167957724,Unf,5.594711379601839,912.0,3,N,SBrkr,6.816735880594968,0.0,0,6.816735880594968,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,Y,0.0,0.0,0.0,0,Yes,0,4,2006,WD ,Normal,11.728044909070785,No,Yes,0.0,No,89.55445270895244,64320400,515849608000,0.0,0.0,0.0,44.31703961232068,3857296,7575729344
1527,1999,902332030,190,C (all),60.0,7200,No,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,1.9459101490553132,4.718498871295094,1998,Hip,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,1.0986122886681098,Rec,6.953684210870537,Unf,5.1298987149230735,1214.0,5,N,SBrkr,7.13966033596492,6.939253946041508,0,7.73718007783463,0.0,2,0.0,1.6094379124341003,3,2.302585092994046,Typ,0.6931471805599453,Detchd,4.804021044733257,Unf,2.0,506.0,Y,0.0,0.0,0.0,0,No,0,11,2007,WD ,Normal,11.804855999911272,Yes,Yes,4.48863636973214,No,84.8528137423857,51840000,373248000000,22.494443758403985,256036.0,129554216.0,44.69899327725402,3992004,7976023992
1528,79,531452050,120,RL,50.0,7175,No,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1.791759469228055,3.6375861597263857,1984,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,0.6931471805599453,ALQ,6.436150368369428,LwQ,0.0,744.0,3,Y,SBrkr,6.6240652277998935,0.0,0,6.6240652277998935,0.6931471805599453,1,0.0,1.0986122886681098,3,1.6094379124341003,Typ,0.0,Attchd,3.6375861597263857,Unf,1.0,264.0,Y,5.869296913133774,0.0,0.0,0,Yes,0,2,2010,WD ,Normal,11.736077016252437,Yes,Yes,0.0,No,84.70537173048709,51480625,369373484375,16.24807680927192,69696.0,18399744.0,44.54211490264017,3936256,7809531904
1529,2091,906201022,20,RL,114.0,10357,No,IR1,Lvl,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,7,1.791759469228055,3.4657359027997265,1991,Hip,HdBoard,HdBoard,None,0.0,4,3,PConc,4,1.0986122886681098,GLQ,6.6052979209482015,Unf,5.153291594497779,910.0,4,Y,SBrkr,7.274479558773871,0.0,0,7.274479558773871,0.6931471805599453,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.4657359027997265,Fin,2.0,719.0,Y,0.0,5.501258210544727,0.0,0,No,0,5,2007,WD ,Normal,12.100161978566867,Yes,Yes,0.6931471805599453,No,101.76934705499491,107267449,1110968969293,26.814175355583846,516961.0,371694959.0,44.62062303464621,3964081,7892485271
1530,270,907290240,120,RM,68.0,4426,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,1.791759469228055,2.8903717578961645,2004,Gable,VinylSd,VinylSd,BrkFace,5.135798437050262,4,3,PConc,4,1.3862943611198906,GLQ,6.4967749901858625,Unf,5.231108616854587,848.0,5,Y,SBrkr,6.744059186311348,0.0,0,6.744059186311348,0.6931471805599453,1,0.0,0.6931471805599453,4,1.3862943611198906,Typ,0.0,Attchd,2.8903717578961645,RFn,2.0,420.0,Y,5.081404364984463,0.0,0.0,0,No,0,5,2010,WD ,Normal,11.870606902224587,Yes,Yes,0.0,No,66.52818951391959,19589476,86703020776,20.493901531919196,176400.0,74088000.0,44.76605857119878,4016016,8048096064
1531,1997,902305010,70,RM,60.0,3600,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,2.0794415416798357,4.5217885770490405,2005,Gambrel,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,0.6931471805599453,Rec,5.75890177387728,Unf,5.918893854273146,687.0,4,Y,SBrkr,6.5337888379333435,6.51025834052315,0,7.214504414151143,0.0,1,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Detchd,2.8903717578961645,Unf,1.0,336.0,Y,0.0,3.4965075614664802,0.0,0,Yes,0,7,2007,WD ,Partial,11.732069026983156,Yes,Yes,4.330733340286331,No,60.0,12960000,46656000000,18.33030277982336,112896.0,37933056.0,44.77722635447622,4020025,8060150125
1533,827,906380130,20,RL,68.0,8814,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,Stone,5.198497031265826,4,3,PConc,4,0.6931471805599453,GLQ,7.19668657083435,Unf,5.602118820879701,1604.0,5,Y,SBrkr,7.380879035564116,0.0,0,7.380879035564116,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,660.0,Y,4.820281565605037,4.709530201312334,0.0,0,No,0,3,2009,WD ,Abnorml,12.301387370778713,Yes,Yes,0.0,No,93.8829057922687,77686596,684729657144,25.69046515733026,435600.0,287496000.0,44.78839135311738,4024036,8072216216
1534,314,914478110,90,RL,68.0,12760,No,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,6,1.791759469228055,3.828641396489095,1976,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3,0.6931471805599453,Unf,0.0,Unf,7.580189417944541,1958.0,3,Y,SBrkr,7.6251071482389,0.0,0,7.6251071482389,0.0,3,0.0,1.791759469228055,3,2.302585092994046,Typ,0.0,2Types,3.828641396489095,Unf,2.0,776.0,Y,0.0,0.0,0.0,0,No,0,3,2010,ConLD,Normal,12.04355959836804,Yes,Yes,0.0,No,112.96016997154351,162817600,2077552576000,27.85677655436824,602176.0,467288576.0,44.45222154178574,3904576,7715442176
1535,2930,924151050,60,RL,74.0,9627,No,Reg,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,7,1.791759469228055,3.367295829986474,1994,Gable,HdBoard,HdBoard,BrkFace,4.553876891600541,3,3,PConc,4,1.3862943611198906,LwQ,6.63200177739563,Unf,5.476463551931511,996.0,5,Y,SBrkr,6.904750769961838,6.912742820493176,0,7.601402334583733,0.0,2,0.6931471805599453,1.3862943611198906,3,2.302585092994046,Typ,0.6931471805599453,Attchd,3.367295829986474,Fin,3.0,650.0,Y,5.25227342804663,3.8918202981106265,0.0,0,No,0,11,2006,WD ,Normal,12.144202560946876,Yes,Yes,0.6931471805599453,No,98.1172767661231,92679129,892221974883,25.495097567963924,422500.0,274625000.0,44.654227123532216,3976036,7928215784
1536,1308,902300110,190,RM,69.0,9142,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,5,1.791759469228055,4.804021044733257,2006,Gable,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,0.6931471805599453,Unf,0.0,Unf,6.682108597449809,797.0,3,N,FuseA,6.7226297948554485,6.682108597449809,0,7.395107546562485,0.0,2,0.0,1.6094379124341003,3,2.3978952727983707,Typ,0.0,Detchd,4.276666119016055,Unf,2.0,420.0,N,5.262690188904886,0.0,4.110873864173311,0,No,0,2,2008,WD ,Normal,11.845827048676645,Yes,Yes,4.672828834461906,No,95.61380653441218,83576164,764053291288,20.493901531919196,176400.0,74088000.0,44.78839135311738,4024036,8072216216
1537,1352,903400180,50,RL,64.0,13053,Yes,Reg,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,2.0794415416798357,4.59511985013459,2000,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.726233402358747,833.0,4,Y,SBrkr,6.960347729101308,6.679599185844383,0,7.522400231387125,0.0,1,0.6931471805599453,1.6094379124341003,4,2.1972245773362196,Typ,0.6931471805599453,Detchd,4.605170185988092,Unf,2.0,370.0,N,0.0,0.0,0.0,0,No,0,6,2008,WD ,Normal,12.240478903153711,Yes,Yes,4.356708826689592,No,114.24972647669665,170380809,2223980699877,19.235384061671343,136900.0,50653000.0,44.721359549995796,4000000,8000000000
